train_loss,val_loss
30.24996454819389,32.32326475779215
30.116151892620586,32.3808848063151
30.093173607535984,32.27836386362711
30.090865881546684,32.23323154449463
30.00978362041971,32.25451787312826
29.759392074916672,32.25151348114014
29.793288852857508,32.145928064982094
29.655241261357848,32.28575452168783
29.707988780477773,32.20284334818522
29.503856078438137,32.02003415425619
29.352180729741637,32.01098155975342
29.4924199062845,31.896367073059082
29.204055537348207,31.811405499776203
29.19077201511549,31.96320343017578
29.17628470711086,31.632829666137695
29.032039103300676,31.726106643676758
28.875496200893235,31.66317081451416
28.862246430438496,31.586793899536133
28.746528832808785,31.583879152933758
28.74743237702743,31.636369069417317
28.572754859924316,31.40536053975423
28.58281948255456,31.369144439697266
28.36209591575291,31.445683479309082
28.446155133454695,31.23205343882243
28.39988600689432,31.238626797993977
28.20140088122824,31.086536407470703
28.136674259019934,31.265079498291016
27.87454878765604,31.304386774698894
27.8808361136395,31.166361490885418
27.749284205229387,31.02997875213623
27.868869574173637,30.930677731831867
27.86544891025709,31.046260197957356
27.52489355336065,30.68927065531413
